ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
98886,"Thomas Matthew ""Tom"" Ransley",M,26,198,101,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Bronze
98886,"Thomas Matthew ""Tom"" Ransley",M,30,198,101,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Gold
98888,Hannu Juhani Rantakari,M,25,172,67,Finland,FIN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horse Vault,Bronze
98890,Lene Rantala,F,27,180,67,Denmark,DEN,1996 Summer,1996,Summer,Atlanta,Handball,Handball Women's Handball,Gold
98890,Lene Rantala,F,32,180,67,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Gold
98893,Karoliina Stina Margaretha Rantamki,F,19,163,65,Finland,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
98893,Karoliina Stina Margaretha Rantamki,F,31,163,65,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
98894,Heli Orvokki Rantanen,F,26,174,69,Finland,FIN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Javelin Throw,Gold
98896,Siiri Johanna Rantanen (Lintunen-),F,27,165,57,Finland,FIN,1952 Winter,1952,Winter,Oslo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Bronze
98896,Siiri Johanna Rantanen (Lintunen-),F,31,165,57,Finland,FIN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Gold
98896,Siiri Johanna Rantanen (Lintunen-),F,35,165,57,Finland,FIN,1960 Winter,1960,Winter,Squaw Valley,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Bronze
98908,Gian Matteo Ranzi,M,24,168,74,Italy,ITA,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze
98909,Sava Ranelovi,M,23,193,98,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Gold
98919,Aristidis Rapanakis,M,26,178,86,Greece,GRE,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Three Person Keelboat,Bronze
98926,Megan Anna Rapinoe,F,27,168,60,United States,USA,2012 Summer,2012,Summer,London,Football,Football Women's Football,Gold
98931,Anita Rapp (-degrd),F,23,177,64,Norway,NOR,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Gold
98936,Susan Gerard Rapp (-von der Lippe),F,19,178,66,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Breaststroke,Silver
98936,Susan Gerard Rapp (-von der Lippe),F,19,178,66,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
98940,Raquel Peluci Xavier da Silva,F,22,191,71,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Bronze
98945,Jari Kalevi Rsnen,M,26,172,65,Finland,FIN,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
98945,Jari Kalevi Rsnen,M,28,172,65,Finland,FIN,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
98951,Michael G. Rascher,M,26,198,101,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Eights,Gold
98956,Evelina Raselli,F,21,170,64,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
98959,Viktor Ivanovich Rashchupkin,M,29,188,107,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Discus Throw,Gold
98968,Abdul Rashid,M,21,170,75,Pakistan,PAK,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold
98968,Abdul Rashid,M,25,170,75,Pakistan,PAK,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,Silver
98968,Abdul Rashid,M,29,170,75,Pakistan,PAK,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Bronze
98979,Mohamed Ali Ahmad Rashwan,M,28,198,140,Egypt,EGY,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Open Class,Silver
98982,Milena Rai,F,25,191,72,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Silver
98989,Tuukka Mikael Rask,M,26,187,80,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
98990,Ji Raka,M,27,165,70,Czechoslovakia,TCH,1968 Winter,1968,Winter,Grenoble,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
98990,Ji Raka,M,27,165,70,Czechoslovakia,TCH,1968 Winter,1968,Winter,Grenoble,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Silver
98992,Yuliya Sergeyevna Raskina,F,18,161,40,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Silver
98995,Svante Erik Rasmuson,M,24,184,78,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze
98995,Svante Erik Rasmuson,M,28,184,78,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver
98997,Alex Nicki Rasmussen,M,24,185,88,Denmark,DEN,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
99000,Bodil Steen Rasmussen,F,26,167,63,Denmark,DEN,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Quadruple Sculls,Bronze
99019,Hans Kjeld Rasmussen,M,25,178,68,Denmark,DEN,1980 Summer,1980,Summer,Moskva,Shooting,Shooting Mixed Skeet,Gold
99021,Hedvig Lrke Berg Rasmussen,F,22,187,79,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,Bronze
99022,Mads Reinholdt Rasmussen (-Kirke),M,26,183,75,Denmark,DEN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
99022,Mads Reinholdt Rasmussen (-Kirke),M,30,183,75,Denmark,DEN,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Double Sculls,Gold
99029,Ole Riber Rasmussen,M,28,187,99,Denmark,DEN,1984 Summer,1984,Summer,Los Angeles,Shooting,Shooting Mixed Skeet,Silver
99030,Per Henrik Stisen Rasmussen,M,25,201,90,Denmark,DEN,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxless Fours,Bronze
99051,Akhtar Rasool Kamboh,M,18,179,79,Pakistan,PAK,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,Silver
99051,Akhtar Rasool Kamboh,M,22,179,79,Pakistan,PAK,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Bronze
99052,Chaudhry Ghulam Rasool,M,25,175,72,Pakistan,PAK,1956 Summer,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,Silver
99052,Chaudhry Ghulam Rasool,M,29,175,72,Pakistan,PAK,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold
99072,Eino Rastas,M,25,170,57,Finland,FIN,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's Cross-Country, Team",Gold
99072,Eino Rastas,M,29,170,57,Finland,FIN,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Team",Gold
99077,Valentyna Ksenofontivna Rastvorova (-Hrishyna),F,27,167,60,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Women's Foil, Individual",Silver
99077,Valentyna Ksenofontivna Rastvorova (-Hrishyna),F,27,167,60,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Women's Foil, Team",Gold
99077,Valentyna Ksenofontivna Rastvorova (-Hrishyna),F,31,167,60,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Women's Foil, Team",Silver
99078,Aleksey Petrovich Rastvortsev,M,26,200,119,Russia,RUS,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Bronze
99088,Paul Ratcliffe,M,26,180,72,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Silver
99103,Rajyavardhan Singh Rathore,M,34,188,85,India,IND,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Double Trap,Silver
99113,Jnos Rtkai,M,21,177,78,Hungary,HUN,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
99114,Yuliya Ratkevi,F,27,162,58,Azerbaijan,AZE,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Women's Lightweight, Freestyle",Bronze
99116,"William Edward ""Ed"" Ratleff",M,22,198,86,United States,USA,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball,Silver
99137,"Daniel Paul ""Dan"" Ratushny",M,21,187,84,Canada,CAN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
99138,Noora Helena Rty,F,20,165,70,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
99139,Seppo Henrik Rty,M,26,190,105,Finland,FIN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Javelin Throw,Bronze
99139,Seppo Henrik Rty,M,30,190,105,Finland,FIN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Javelin Throw,Silver
99139,Seppo Henrik Rty,M,34,190,105,Finland,FIN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Javelin Throw,Bronze
99149,"James Richert ""Jamie"" Rauch",M,21,196,89,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
99150,Jon Erich Rauch,M,21,206,104,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
99155,Hubert Raudaschl,M,26,187,82,Austria,AUT,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed One Person Dinghy,Silver
99155,Hubert Raudaschl,M,37,187,82,Austria,AUT,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Two Person Keelboat,Silver
99162,Jukka Matti Rauhala,M,25,172,62,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze
99163,Kalervo Juhani Rauhala,M,21,174,85,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
99165,Ronald Rauhe,M,18,179,82,Germany,GER,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze
99165,Ronald Rauhe,M,22,179,82,Germany,GER,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Gold
99165,Ronald Rauhe,M,26,179,82,Germany,GER,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
99165,Ronald Rauhe,M,34,179,82,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",Bronze
99166,Dirk Rauin,M,27,181,85,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,Silver
99186,Kaj Tapio Rautavaara,M,33,189,86,Finland,FIN,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Javelin Throw,Gold
99196,Pietro Rava,M,20,175,73,Italy,ITA,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,Gold
99197,Mario Ravagnan,M,29,180,73,Italy,ITA,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Sabre, Team",Bronze
99197,Mario Ravagnan,M,33,180,73,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Sabre, Team",Silver
99202,Giuseppe Ravano,M,21,184,72,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
99206,Ravdangiin Davaadalai,M,26,171,71,Mongolia,MGL,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Lightweight,Bronze
99232,Vatemo Ravouvou,M,26,171,81,Fiji,FIJ,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold
99237,Savenaca Rawaca,M,24,189,105,Fiji,FIJ,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold
99252,Mary Elise Ray,F,18,152,48,United States,USA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Bronze
99254,Joie William Ray,M,30,165,54,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 3,000 metres, Team",Bronze
99263,Valentin Raychev,M,26,174,74,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
99266,Georgi Petkov Raykov,M,26,178,100,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
99269,"Petrus Josephus ""Piet"" Raymakers",M,35,191,87,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
99269,"Petrus Josephus ""Piet"" Raymakers",M,35,191,87,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
99273,Lisa Raymond,F,38,165,55,United States-1,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,Bronze
99278,"Peter Harlow ""Pete"" Raymond",M,25,193,86,United States,USA,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Eights,Silver
99281,Alexis Raynaud,M,21,172,78,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Bronze
99321,Dragoslav Ranatovi,M,27,190,90,Yugoslavia,YUG,1968 Summer,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,Silver
99326,Ihor Anatoliyovych Razoronov,M,34,181,105,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Heavyweight,Silver
99328,Nataliya Nikolayevna Razumova (-Starshova),F,18,184,80,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Women's Volleyball,Gold
99334,Giuliano Razzoli,M,25,182,88,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Slalom,Gold
99335,Dino Raa,M,21,210,105,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Men's Basketball,Silver
99335,Dino Raa,M,25,210,105,Croatia,CRO,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Men's Basketball,Silver
99336,Nikola Raen,M,23,187,94,Serbia,SRB,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Bronze
99336,Nikola Raen,M,27,187,94,Serbia,SRB,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Bronze
99338,Goran Raenovi,M,21,197,95,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,Gold
99340,Zdravko Raenovi,M,31,194,89,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,Gold
99344,Cari Read,F,25,172,55,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
99346,Jason Read,M,26,185,83,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
99354,Norman Richard Read,M,25,178,64,New Zealand,NZL,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 50 kilometres Walk,Gold
99376,Ross Rebagliati,M,26,178,81,Canada,CAN,1998 Winter,1998,Winter,Nagano,Snowboarding,Snowboarding Men's Giant Slalom,Gold
99380,Piero Rebaudengo,M,25,190,80,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Men's Volleyball,Bronze
99381,Carla Rebecchi,F,23,163,55,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Bronze
99381,Carla Rebecchi,F,27,163,55,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
99394,Viktoria Rebensburg,F,20,170,67,Germany,GER,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Gold
99394,Viktoria Rebensburg,F,24,170,67,Germany,GER,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Bronze
99403,Daniel Denis tienne Rbillard,M,19,184,72,France,FRA,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold
99410,"eljko ""Zelly"" Rebraa",M,24,211,112,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Men's Basketball,Silver
99423,Esko Tapani Rechardt,M,22,186,85,Finland,FIN,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed One Person Dinghy,Gold
99425,Elise Maree Rechichi,F,22,162,48,Australia,AUS,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Two Person Dinghy,Gold
99435,Thomas Werner Reck,M,20,184,78,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Silver
99435,Thomas Werner Reck,M,24,184,78,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,Silver
99436,Jonas Reckermann,M,33,201,98,Germany-1,GER,2012 Summer,2012,Summer,London,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold
99437,Rob Reckers,M,22,189,75,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Silver
99441,Helmut Recknagel,M,22,174,74,Germany,GER,1960 Winter,1960,Winter,Squaw Valley,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
99446,"John Alcorn ""James"" Rector",M,23,181,72,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,Silver
99448,Lszl Rczi,M,29,168,62,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze
99455,Charles Lambert Redd,M,24,178,74,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's Long Jump,Silver
99456,Michael Wesley Redd,M,28,198,98,United States,USA,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,Gold
99460,"Catherine Anne ""Cat"" Reddick (-Whitehill)",F,22,170,68,United States,USA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Gold
99464,Lesley Joanne Reddon,F,27,174,59,Canada,CAN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
99470,Heike Redetzky-Henkel (-Meier),F,28,181,62,Germany,GER,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's High Jump,Gold
99472,"Stephen Geoffrey ""Steven"" Redgrave",M,22,193,103,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Fours,Gold
99472,"Stephen Geoffrey ""Steven"" Redgrave",M,26,193,103,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxless Pairs,Gold
99472,"Stephen Geoffrey ""Steven"" Redgrave",M,26,193,103,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Pairs,Bronze
99472,"Stephen Geoffrey ""Steven"" Redgrave",M,30,193,103,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxless Pairs,Gold
99472,"Stephen Geoffrey ""Steven"" Redgrave",M,34,193,103,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Pairs,Gold
99472,"Stephen Geoffrey ""Steven"" Redgrave",M,38,193,103,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Fours,Gold
99478,Serge Yvan Arthur Reding (Grard-),M,26,173,140,Belgium,BEL,1968 Summer,1968,Summer,Mexico City,Weightlifting,Weightlifting Men's Heavyweight,Silver
99480,Yevgeny Leonidovich Redkin,M,22,184,81,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 20 kilometres,Gold
99485,Andrs Rdli,M,32,193,83,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",Bronze
99505,Redep Redepovski,M,21,162,51,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Flyweight,Silver
99516,Jennie Idell Reed (-Madden),F,34,170,77,United States,USA,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Team Pursuit,Silver
99523,"Peter ""Pete"" Reed",M,27,197,100,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,Gold
99523,"Peter ""Pete"" Reed",M,30,197,100,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,Gold
99523,"Peter ""Pete"" Reed",M,35,197,100,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Gold
99529,"Judith Anne ""Judy"" Reeder",F,16,174,57,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
99530,Paul Edward Reedy,M,23,181,87,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Quadruple Sculls,Silver
99538,Brittney Davon Reese,F,25,173,61,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Long Jump,Gold
99538,Brittney Davon Reese,F,29,173,61,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,Silver
99540,Shayne Leanne Reese,F,25,168,62,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
99540,Shayne Leanne Reese,F,25,168,62,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
99541,Morgan Irwin Reeser,M,29,183,66,United States,USA,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Men's Two Person Dinghy,Silver
99551,Helen Reeves,F,23,173,56,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Bronze
99568,Emily Regan,F,28,188,81,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Gold
99583,John Paul Lyndon Regis,M,21,181,98,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
99583,John Paul Lyndon Regis,M,25,181,98,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
99596,Krisztina Regczy,F,24,162,48,Hungary,HUN,1980 Winter,1980,Winter,Lake Placid,Figure Skating,Figure Skating Mixed Ice Dancing,Silver
99603,Enrique Regeiferos Blanco,M,20,168,60,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Welterweight,Silver
99617,Berndt-Otto Viktor Olof R. Rehbinder,M,34,184,69,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's epee, Team",Silver
99629,Fazalur Rehman,M,31,169,75,Pakistan,PAK,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,Silver
99634,Jan ehula,M,26,176,65,Czech Republic,CZE,2000 Summer,2000,Summer,Sydney,Triathlon,Triathlon Men's Olympic Distance,Bronze
99638,Josip Rei,M,14,169,51,Yugoslavia,YUG,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Pairs,Bronze
99641,Christian Reich,M,34,178,93,Switzerland-1,SUI,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,Silver
99655,Rdiger Reiche,M,21,198,96,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Quadruple Sculls,Gold
99659,Robert Reichel,M,26,178,83,Czech Republic,CZE,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
99672,Klaus Reichert,M,29,173,72,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Foil, Team",Gold
99672,Klaus Reichert,M,37,173,72,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Foil, Team",Silver
99679,Tobias Reichmann,M,28,188,87,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Bronze
99691,David Terrell Reid,M,22,175,71,United States,USA,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Middleweight,Gold
99697,Graeme Reid,M,28,183,79,Australia,AUS,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Silver
99698,Graham Leslie Reid,M,28,180,83,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Silver
99699,"Herman ""J. R."" Reid, Jr.",M,20,205,116,United States,USA,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Men's Basketball,Bronze
99712,Robin David Reid,M,21,177,71,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Middleweight,Bronze
99720,Charles Decker Reidpath,M,22,181,76,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 400 metres,Gold
99720,Charles Decker Reidpath,M,22,181,76,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
99727,Gaston tienne Ghislaine Reiff,M,27,173,61,Belgium,BEL,1948 Summer,1948,Summer,London,Athletics,"Athletics Men's 5,000 metres",Gold
99730,Hendrik Reiher,M,26,168,51,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Fours,Gold
99730,Hendrik Reiher,M,30,168,51,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Fours,Silver
99732,"Dirkje Johanna ""Desi"" Reijers",F,20,170,60,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
99750,Tiia-Riitta Johanna Reima,F,25,159,53,Finland,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
